Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX21985130	SRR26275648	2023-10-06 01:56:19	2023-10-06 01:54:54	15217406	4561497972	15217406	299	1444		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275648/SRR26275648.lite.1	EXF-17398t-AE3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	8F35879543F2540D307EFBB5F4345DD4	1BD82890CE4F2AC7CDEB85D4E3E81E9F		
SRX21985131	SRR26275647	2023-10-06 01:56:19	2023-10-06 01:53:44	17544846	5205850987	17544846	296	1644		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275647/SRR26275647.lite.1	EXF-17398t-AS1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	BFF14AF07DE8EF8B5E296908729CF080	1EBEB1AA5F79EC4C05544758AA55AA16		
SRX21985132	SRR26275646	2023-10-06 01:56:19	2023-10-06 01:53:44	17711167	5306628811	17711167	299	1654		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275646/SRR26275646.lite.1	EXF-17398t-AS2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	5E1034DE2EC8485556D141552F2CECC3	E38B27032E7D12D32276AABF9C1055F7		
SRX21985133	SRR26275645	2023-10-06 01:56:19	2023-10-06 01:54:38	13852268	4151775071	13852268	299	1323		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275645/SRR26275645.lite.1	EXF-17398t-AS3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	4A6624E4F16BF15F129B572B570D8666	66E71A16AD2582B35D32FB4DF139556C		
SRX21985134	SRR26275644	2023-10-06 01:54:57	2023-10-06 01:53:07	14966758	4479881847	14966758	299	1408		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275644/SRR26275644.lite.1	EXF-17398t-GE1	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	F2528519A957DB4AE4DC79E7D28C653F	FCDA92044145608557C3E1994CABA870		
SRX21985135	SRR26275643	2023-10-06 02:02:56	2023-10-06 01:56:34	16952839	5076672210	16952839	299	1581		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275643/SRR26275643.lite.1	EXF-17398t-GE2	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	379918D5870E60AC2058DF41E9060444	AD629D366911D9D02C1252F001CF7E45		
SRX21985136	SRR26275642	2023-10-06 02:01:12	2023-10-06 01:56:07	16056838	4806674282	16056838	299	1516		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR026/26275/SRR26275642/SRR26275642.lite.1	EXF-17398t-GE3	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP464434	PRJNA955139		955139	SRS19060362	SAMN34164587	simple	4952	Yarrowia lipolytica	Yarrowia lipolytica EXF-17398							no					UNIVERSITY OF LJUBLJANA, BIOTECHNICAL FACULTY	SRA1725618		public	A8A248DD5E448FFABB6255705811C07D	1F8B361A6011EC188776277CF964F8B9		
SRX22297075	SRR26596166	2023-10-31 11:58:10	2023-10-31 11:47:38	18996407	5698922100	18996407	300	2777		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596166/SRR26596166.lite.1	RID01	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347821	SAMN38010300	simple	4952	Yarrowia lipolytica	CA201CA48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	3DE06A94840E6FBDD34E84CFDB262861	D5F88C480C5ABA09458197923CA93A77		
SRX22297076	SRR26596165	2023-10-31 11:30:58	2023-10-31 11:16:41	20051519	6015455700	20051519	300	2942		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596165/SRR26596165.lite.1	RID11	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347822	SAMN38010301	simple	4952	Yarrowia lipolytica	CA202CA96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	8F6B2A7A850356886B8ED84A9B5784EE	1EAE30F53C5389E8EF9A396888EB6747		
SRX22297077	SRR26596164	2023-10-31 11:30:58	2023-10-31 11:12:40	20376252	3056437800	0	150	1628		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596164/SRR26596164.lite.1	RID13	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347820	SAMN38010302	simple	4952	Yarrowia lipolytica	CA203CA144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	2D27CE6E1ED9CC8288298BBDC1954E76	7156A9FA189239BDC0009EEB20413BFB		
SRX22297078	SRR26596163	2023-10-31 11:30:58	2023-10-31 11:22:01	20109024	6032707200	20109024	300	3071		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596163/SRR26596163.lite.1	RID15	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347820	SAMN38010302	simple	4952	Yarrowia lipolytica	CA203CA144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	6F0D00193EA4DA86FFF63C68B64850F0	38475F3F443468E9C153BE506A275379		
SRX22297079	SRR26596162	2023-10-31 12:23:49	2023-10-31 12:02:02	19842567	5952770100	19842567	300	2862		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596162/SRR26596162.lite.1	RID17	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347820	SAMN38010302	simple	4952	Yarrowia lipolytica	CA203CA144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	591F119924C79A2A21560C964C6E2FD8	9A4A65B3677009E6530E2FB535C5987F		
SRX22297080	SRR26596161	2023-10-31 15:53:49	2023-10-31 14:29:05	26922435	8076730500	26922435	300	3360		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596161/SRR26596161.lite.1	RID19	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347823	SAMN38010303	simple	4952	Yarrowia lipolytica	MR61MR48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	705E19A19AF5C38101420D12C89C140F	E58A409E091EC8FEDC22EC31A8B45550		
SRX22297081	SRR26596160	2023-10-31 11:30:58	2023-10-31 11:15:41	19973037	5991911100	19973037	300	2921		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596160/SRR26596160.lite.1	RID03	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347821	SAMN38010300	simple	4952	Yarrowia lipolytica	CA201CA48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	00D498148F4344ABA1DD96C5BD72FA59	3F97FC52A86F34A4B98D3BAFFD6AFE1C		
SRX22297082	SRR26596159	2023-10-31 15:53:49	2023-10-31 15:11:19	26443610	7933083000	26443610	300	3359		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596159/SRR26596159.lite.1	RID21	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347823	SAMN38010303	simple	4952	Yarrowia lipolytica	MR61MR48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	A97304D15AF5B43540A8B73EE65C73F1	22B187F5A7E91BC62059C9C0BE160A10		
SRX22297083	SRR26596158	2023-10-31 11:30:58	2023-10-31 11:17:21	20965890	6289767000	20965890	300	3024		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596158/SRR26596158.lite.1	RID23	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347823	SAMN38010303	simple	4952	Yarrowia lipolytica	MR61MR48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	5667DE7C566D289DF663FFED2A3D9017	FCEF1F5167C78291417C74D60BA6B2F5		
SRX22297084	SRR26596157	2023-10-31 15:53:49	2023-10-31 15:12:31	27788080	8336424000	27788080	300	3570		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596157/SRR26596157.lite.1	RID25	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347824	SAMN38010304	simple	4952	Yarrowia lipolytica	MR62MR96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	23FD8AE40788A8D4385888347E52D7E3	537F02C8B12A0F61C3AC4E8C0C856CFC		
SRX22297085	SRR26596156	2023-10-31 16:55:50	2023-10-31 16:24:40	29028274	8708482200	29028274	300	3618		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596156/SRR26596156.lite.1	RID29	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347824	SAMN38010304	simple	4952	Yarrowia lipolytica	MR62MR96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	4A4544686206099D2464B935762D1052	5EAB28168EB80210A820F173D11D0CE9		
SRX22297086	SRR26596155	2023-10-31 15:53:49	2023-10-31 15:11:03	24026139	7207841700	24026139	300	3058		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596155/SRR26596155.lite.1	RID27	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347824	SAMN38010304	simple	4952	Yarrowia lipolytica	MR62MR96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	955B9E677D16137F4BB024AE7D15D3DE	45DB707D5EB20F5B16870B06C5472987		
SRX22297087	SRR26596154	2023-10-31 11:30:58	2023-10-31 11:15:43	18281710	5484513000	18281710	300	2658		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596154/SRR26596154.lite.1	RID31	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347825	SAMN38010305	simple	4952	Yarrowia lipolytica	MR63MR144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	E252F3625FF21CAED61EFF3E371D7DAC	0DD494E6FCB7C574D23B0FED02398D0E		
SRX22297088	SRR26596153	2023-10-31 16:55:50	2023-10-31 15:57:02	28319617	8495885100	28319617	300	3645		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596153/SRR26596153.lite.1	RID33	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347825	SAMN38010305	simple	4952	Yarrowia lipolytica	MR63MR144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	C16E7AF7BD4253EFF9C3EF2D9CF1062D	B1FCA4BC3CFDD48EEBF3D30D24851291		
SRX22297089	SRR26596152	2023-10-31 11:30:58	2023-10-31 11:19:21	18975026	5692507800	18975026	300	2812		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596152/SRR26596152.lite.1	RID35	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347825	SAMN38010305	simple	4952	Yarrowia lipolytica	MR63MR144							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	5CDD2C16118FEAF8E160CCD05BFC9D09	24C4B91EF881FB8725859C5E88C11A95		
SRX22297090	SRR26596151	2023-10-31 11:30:58	2023-10-31 11:15:15	20378868	6113660400	20378868	300	2965		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596151/SRR26596151.lite.1	RID05	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347821	SAMN38010300	simple	4952	Yarrowia lipolytica	CA201CA48							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	6E0C7F804C488F794E1AFA34E1A13961	AE35A96345F14198EDA17212CA66C037		
SRX22297091	SRR26596150	2023-10-31 15:53:49	2023-10-31 15:32:20	27009395	8102818500	27009395	300	3445		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596150/SRR26596150.lite.1	RID07	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347822	SAMN38010301	simple	4952	Yarrowia lipolytica	CA202CA96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	53FBFCF0EFEDF8A055B37FC416F0D889	2139AD0E85FF56DC3F044379215E2AA9		
SRX22297092	SRR26596149	2023-10-31 11:30:58	2023-10-31 11:19:00	19341060	5802318000	19341060	300	2834		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26596/SRR26596149/SRR26596149.lite.1	RID09	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP469387	PRJNA1032738		1032738	SRS19347822	SAMN38010301	simple	4952	Yarrowia lipolytica	CA202CA96							no					ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY	SRA1740274		public	6B6FBD6ECDAA354006492C61A539AADD	3CB25478A63453BBF6C0EAB2FEDF67B1		
SRX22380332	SRR26680489	2023-11-06 12:18:06	2023-11-06 12:15:02	15516203	4654860900	15516203	300	1434		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680489/SRR26680489.lite.1	WT_1_110h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426911	SAMN38081129	simple	4952	Yarrowia lipolytica	WT_1_110h_1							no					IMDEA ENERGY	SRA1745570		public	2C1E15948848B11A59FE30F17EE1574A	C7B52FD654841B8760B242E09E8324C5		
SRX22380333	SRR26680488	2023-11-06 12:18:06	2023-11-06 12:14:19	12376480	3712944000	12376480	300	1191		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680488/SRR26680488.lite.1	WT_3_70h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426912	SAMN38111689	simple	4952	Yarrowia lipolytica	WT_3_70h_1							no					IMDEA ENERGY	SRA1745570		public	4AB365B3AD0EB6CFB55F51F307ECA0F6	1C410CCEEE6D55DE3C0C37058F3A4287		
SRX22380334	SRR26680487	2023-11-06 12:18:06	2023-11-06 12:13:50	10374621	3112386300	10374621	300	963		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680487/SRR26680487.lite.1	ES_1_40h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426913	SAMN38111693	simple	4952	Yarrowia lipolytica	ES_1_40h_1							no					IMDEA ENERGY	SRA1745570		public	778D08CB7F7A157A6C2D07C79B12056D	A8EAC64310DA8F368AE037404D3F5FEB		
SRX22380335	SRR26680486	2023-11-06 12:18:06	2023-11-06 12:14:26	13616587	4084976100	13616587	300	1297		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680486/SRR26680486.lite.1	ES_2_40h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426914	SAMN38111698	simple	4952	Yarrowia lipolytica	ES_2_40h_1							no					IMDEA ENERGY	SRA1745570		public	F8A0D7688A117D378B6D05075F9301D1	F36E05B81D2C6B774022134D4C8C7355		
SRX22380336	SRR26680485	2023-11-06 12:18:06	2023-11-06 12:13:56	11241928	3372578400	11241928	300	1047		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680485/SRR26680485.lite.1	ES_3_40h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426915	SAMN38111785	simple	4952	Yarrowia lipolytica	ES_3_40h_1							no					IMDEA ENERGY	SRA1745570		public	51BE50A07A6FCC7D8BD84FE2105C037D	F9754AA01F6EB57E7C7DF3364933E7C1		
SRX22380337	SRR26680484	2023-11-06 12:18:06	2023-11-06 12:13:40	11220279	3366083700	11220279	300	1031		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680484/SRR26680484.lite.1	ES_1_75h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426916	SAMN38111788	simple	4952	Yarrowia lipolytica	ES_1_75h_1							no					IMDEA ENERGY	SRA1745570		public	871E495690C1580155189AA582B1930C	8BF577EE50884F382F5073035FEDAF6A		
SRX22380338	SRR26680483	2023-11-06 12:18:06	2023-11-06 12:12:46	10738989	3221696700	10738989	300	990		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680483/SRR26680483.lite.1	WT_2_110h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426917	SAMN38111665	simple	4952	Yarrowia lipolytica	WT_2_110h_1							no					IMDEA ENERGY	SRA1745570		public	E097FD81937DEFA7F56B5CEDF5180882	DDCCAA36338AA0ACC45AF46A04DEA313		
SRX22380339	SRR26680482	2023-11-06 12:18:06	2023-11-06 12:13:33	14355463	4306638900	14355463	300	1369		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680482/SRR26680482.lite.1	ES_2_75h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426918	SAMN38111799	simple	4952	Yarrowia lipolytica	ES_2_75h_1							no					IMDEA ENERGY	SRA1745570		public	9F2C703B7A9233A32F55FD148EE261FA	22376ED9F5811B2953EB3B0CE8FE7F52		
SRX22380340	SRR26680481	2023-11-06 12:18:06	2023-11-06 12:13:54	10856970	3257091000	10856970	300	1012		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680481/SRR26680481.lite.1	ES_3_75h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426919	SAMN38111804	simple	4952	Yarrowia lipolytica	ES_3_75h_1							no					IMDEA ENERGY	SRA1745570		public	9D8C381E70D2DD47B29A4E2F5398F76F	C90D01FA191BD4047B9BDDEA18FD1766		
SRX22380341	SRR26680480	2023-11-06 12:18:06	2023-11-06 12:14:22	14739941	4421982300	14739941	300	1426		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680480/SRR26680480.lite.1	WT_3_110h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426920	SAMN38111673	simple	4952	Yarrowia lipolytica	WT_3_110h_1							no					IMDEA ENERGY	SRA1745570		public	DCFBB7EC8D74974EC07003547F483957	BD559DB80138C89CA321F6B3736CCEB6		
SRX22380342	SRR26680479	2023-11-06 12:16:58	2023-11-06 12:11:38	10313260	3093978000	10313260	300	960		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680479/SRR26680479.lite.1	WT_1_70h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426921	SAMN38111682	simple	4952	Yarrowia lipolytica	WT_1_70h_1							no					IMDEA ENERGY	SRA1745570		public	7F0CE2F82B110F960ED1E43534B8ADFB	82CC868FBBE16C3845C544694FBF99FC		
SRX22380343	SRR26680478	2023-11-06 12:18:06	2023-11-06 12:12:00	13616219	4084865700	13616219	300	1296		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR026/26680/SRR26680478/SRR26680478.lite.1	WT_2_70h	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 1500	SRP470351	PRJNA1035025		1035025	SRS19426922	SAMN38111686	simple	4952	Yarrowia lipolytica	WT_2_70h_1							no					IMDEA ENERGY	SRA1745570		public	0D4B89B4CFBA7CCF012DBA844AE3B853	28F20A592F4D2D4570219623E33EFC00		
SRX22886769	SRR27207055	2024-01-14 20:37:29	2023-12-14 13:10:50	14579400	4373820000	14579400	300	1306		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR027/27207/SRR27207055/SRR27207055.lite.1	WT_10_1	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP478000	PRJNA1052669		1052669	SRS19858953	SAMN38840566	simple	4952	Yarrowia lipolytica	WT_10_1							no					AGENCY FOR SCIENCE, TECHNOOGY AND RESEARCH	SRA1769087		public	D2B0A4CB86F58A6C14AA8909D7EF1087	B24BD60DD2CB0DB701C4671FD28FE612		
SRX22886770	SRR27207054	2024-01-14 20:37:29	2023-12-14 13:10:24	14534144	4360243200	14534144	300	1291		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR027/27207/SRR27207054/SRR27207054.lite.1	WT_10_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP478000	PRJNA1052669		1052669	SRS19858954	SAMN38840567	simple	4952	Yarrowia lipolytica	WT_10_2							no					AGENCY FOR SCIENCE, TECHNOOGY AND RESEARCH	SRA1769087		public	E8A2AA952CAA3D80876223A9226656D5	4A0C0AEBBE44BC21C858F11263647A85		
SRX22886771	SRR27207053	2024-01-14 20:37:29	2023-12-14 13:09:27	12913872	3874161600	12913872	300	1167		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR027/27207/SRR27207053/SRR27207053.lite.1	WT_24_2	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP478000	PRJNA1052669		1052669	SRS19858955	SAMN38840576	simple	4952	Yarrowia lipolytica	WT_24_2							no					AGENCY FOR SCIENCE, TECHNOOGY AND RESEARCH	SRA1769087		public	65575B6226D211F7BFFDF24E16432C78	4A8EA04E7AF980DB69CA5E475786A0B7		
